,id,law_type,state,sentence,length,start_page,end_page,act,section,path,year,predicted_label,jim_crow,
119569,1922_0000,Act,SOUTH CAROLINA,"436. AN ACT to Amend Section 748 of the Code of Laws of 1912, Volume II (Criminal Code) as Amended by an Act Entitled An Act to Amend section 747 and 748 Criminal Code of 1912, Relating to the Election and Duties of Chief Game Warden, Relating to the Term of Office of County Game Warden.",295,47,47,436,436,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1922/images/00047.jpg,1922,0,0,
119570,1922_0001,Act,SOUTH CAROLINA,"Criminal Code, 1912, Amended Term of Office of Game Warden.Be it Enacted by the General Assembly of the State of South Carolina, That Section 748 of the Code of Laws of 1912, Volume II, (Criminal Code) 764 STATUTES AT LARGE as amended by an Act entitled An Act to amend section 747 of and 748 Criminal Code, relating to the election and duties Chief Game Warden, approved the 13th day of February, 1920, be, and the same is hereby, amended by striking out between the words office on line four and until on line five, the words unless otherwise provided for shall be during good behavior or, and insert in lieu thereof shall be for two years and, so that said amended Section, when so amended, shall read as follows: Section 748.",757,47,47,436,748,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1922/images/00047.jpg,1922,0,0,
119571,1922_0002,Act,SOUTH CAROLINA,"The Governor of the State shall appoint, upon the recommendation of the Legislative Delegation of the several counties, from time to time, bird,.",150,47,48,436,748,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1922/images/00047.jpg,1922,0,0,
119572,1922_0003,Act,SOUTH CAROLINA,"nonmigratory fish and game wardens, whose term of office shall be for two years and until their successors are appointed.",126,48,48,436,748,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1922/images/00048.jpg,1922,0,0,
119573,1922_0004,Act,SOUTH CAROLINA,"The Governor shall issue a commission to each person appointed as a warden, and shall transmit such commission to the office of the Clerk of Court for the county in which the prospective treasurer, or bird, nonmigratory fish and game warden is a resident.",260,48,48,436,748,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1922/images/00048.jpg,1922,0,0,
119574,1922_0005,Act,SOUTH CAROLINA,Any of the said wardens or Chief Game Warden may be removed by the Governor upon proof satisfactory to him that they are not fit persons for said positions.,161,48,48,436,748,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1922/images/00048.jpg,1922,0,0,
119575,1922_0006,Act,SOUTH CAROLINA,"The compensation of said wardens shall be fixed and paid by the Chief Game Warden from and out of the Game Protection Fund, as provided in Section 745.",156,48,48,436,748,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1922/images/00048.jpg,1922,0,0,
119576,1922_0007,Act,SOUTH CAROLINA,"That all Acts or parts of Acts inconsistent with this Act be, and the same are hereby repealed.",100,48,48,436,745,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1922/images/00048.jpg,1922,0,0,
119577,1922_0008,Act,SOUTH CAROLINA,"That this Act shall take effect immediately upon its approval by the Governor. Approved the 26th day of January, A. D. 1922.",129,48,48,436,3,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1922/images/00048.jpg,1922,0,0,
119578,1922_0009,Act,SOUTH CAROLINA,437. AN ACT to Restore Discharged Inmates From the Asylum for the Insane to Their Former Status as to Property and Contractual Rights.,139,48,48,437,437,https://emailsc.sharepoint.com/:i:/r/sites/COTEAM-ULIB-OntheBooks/Shared%20Documents/General/OCRed/1922/images/00048.jpg,1922,0,0,
